data,size,algo,buildtime,querytime,params,recall
clip768v2,30M,NSG32,9275.327924728394,1.8165888786315918,"query=(search_L=192,ep=kmeans,threads=32)",0.95824
clip768v2,30M,NSG32,9275.327924728394,0.9874238967895508,"query=(search_L=90,ep=original,threads=16)",0.93657
clip768v2,30M,NSG32,9275.327924728394,1.4743330478668213,"query=(search_L=82,ep=original,threads=64)",0.93262
clip768v2,30M,NSG32,9275.327924728394,1.0289027690887451,"query=(search_L=100,ep=original,threads=32)",0.94141
clip768v2,30M,NSG32,9275.327924728394,1.9747488498687744,"query=(search_L=86,ep=kmeans,threads=64)",0.94019
clip768v2,30M,NSG32,9275.327924728394,2.154705286026001,"query=(search_L=83,ep=kmeans,threads=64)",0.93859
clip768v2,30M,NSG32,9275.327924728394,0.9278769493103027,"query=(search_L=94,ep=original,threads=32)",0.93811
clip768v2,30M,NSG32,9275.327924728394,1.0008611679077148,"query=(search_L=65,ep=original,threads=64)",0.91946
clip768v2,30M,NSG32,9275.327924728394,1.1315581798553467,"query=(search_L=79,ep=kmeans,threads=16)",0.93659
clip768v2,30M,NSG32,9275.327924728394,1.2949185371398926,"query=(search_L=127,ep=original,threads=16)",0.95039
clip768v2,30M,NSG32,9275.327924728394,1.2455174922943115,"query=(search_L=106,ep=kmeans,threads=16)",0.94828
clip768v2,30M,NSG32,9275.327924728394,0.872413158416748,"query=(search_L=74,ep=original,threads=32)",0.92763
clip768v2,30M,NSG32,9275.327924728394,1.7344036102294922,"query=(search_L=192,ep=original,threads=16)",0.92523
clip768v2,30M,NSG32,9275.327924728394,0.8554461002349854,"query=(search_L=72,ep=original,threads=16)",0.92593
clip768v2,30M,NSG32,9275.327924728394,1.0301055908203125,"query=(search_L=81,ep=kmeans,threads=16)",0.93768
clip768v2,30M,NSG32,9275.327924728394,1.7349467277526855,"query=(search_L=176,ep=kmeans,threads=32)",0.95604
clip768v2,30M,NSG32,9275.327924728394,1.2862012386322021,"query=(search_L=125,ep=original,threads=16)",0.94981
clip768v2,30M,NSG32,9275.327924728394,1.125422477722168,"query=(search_L=115,ep=original,threads=16)",0.94619
